,0
4530,1
57,2
8725,1
3081,7
7873,0
3150,4
2595,6
3551,2
533,8
161,8
8502,5
1282,7
4267,4
4493,0
1022,5
7226,9
7301,3
8433,9
3681,5
8372,5
7638,0
1208,1
7104,7
7119,7
7812,3
4939,9
1987,0
6960,2
5748,1
1005,9
6727,1
3562,3
1427,6
960,7
4524,9
4558,3
7576,3
7677,1
7574,3
2636,8
3186,5
4770,0
3834,7
1909,0
688,5
7767,0
6074,3
5454,3
4806,3
8516,8
2043,6
4054,5
3331,5
7761,0
3886,0
4938,9
1286,7
1397,0
6545,2
4266,4
5609,8
7953,2
2160,5
376,7
1503,2
3295,4
6159,4
7969,9
5809,8
313,7
2642,8
8055,9
6524,4
8407,5
6662,3
7484,2
7675,1
3635,2
1269,7
7591,1
4543,0
4233,4
681,5
2391,5
1462,6
2500,8
2551,2
5525,3
5570,9
2750,8
2789,0
3797,7
4849,2
2722,8
7071,5
6733,2
2252,2
3334,5
4323,7
4525,9
1797,9
3821,7
8550,3
674,5
7816,8
1075,9
3918,0
2377,5
1090,7
6538,4
6438,9
5026,2
444,2
486,5
4581,2
1304,7
6411,8
866,3
853,8
3478,7
5812,8
2721,8
8435,6
1847,0
5178,3
4904,2
6043,7
895,8
1820,6
5695,7
1899,0
7692,1
1669,9
1777,2
7004,9
3477,7
3639,1
1424,6
6175,4
6891,3
6597,3
1464,6
802,9
1123,7
4453,3
1332,0
7524,1
8178,2
105,3
2315,5
5153,4
6114,7
738,5
417,3
3555,1
8168,4
7370,3
929,5
496,6
3200,5
5430,2
4369,7
5408,0
6775,8
6746,0
2218,9
8445,8
6034,7
7520,1
1539,4
68,0
5304,8
4577,1
8574,8
4500,0
5197,5
3330,5
6552,0
7439,8
6279,4
657,8
396,7
5134,1
6610,4
509,8
8545,3
7272,8
8105,0
1457,6
2566,8
1508,2
4130,3
6753,3
5689,7
7483,2
302,4
3236,0
6783,2
3021,8
765,3
2677,8
7730,8
1322,9
8276,2
993,8
2443,3
3164,7
501,5
2540,9
2155,5
6132,7
4240,4
5129,2
962,7
4476,3
5538,5
3184,5
4144,2
6093,9
8696,4
4452,3
3817,7
6959,2
5359,7
3568,3
7805,0
1189,5
5639,8
3988,3
4053,5
401,7
1520,6
7341,3
6648,5
5144,1
4760,0
3840,7
2082,9
1549,4
1491,6
5948,8
796,9
5495,2
3697,5
4801,0
1497,2
2104,4
4220,4
4215,4
7768,0
879,3
4670,7
940,0
233,5
5822,8
2456,8
6761,3
3588,7
6972,0
828,2
5917,4
6807,0
5313,7
106,6
859,8
2765,8
4599,5
1585,9
5354,7
5051,2
6437,9
2147,3
8622,9
4600,5
2221,9
8710,2
6764,3
8628,7
2385,5
5614,8
1544,4
1200,3
1272,7
1171,3
875,1
2960,7
6999,9
3345,9
3213,4
3335,5
5593,8
5814,8
8611,3
2822,2
990,0
6290,5
2281,2
2292,2
4526,9
3311,4
1030,8
5109,6
4663,7
8196,3
7207,0
5420,0
7169,7
4867,2
5556,5
2853,4
1262,9
280,4
7567,3
3725,3
1827,5
4375,7
2849,1
5229,5
6070,2
1239,2
7928,4
4923,9
2234,2
2111,6
3041,9
4317,7
2486,8
5601,8
7531,1
3943,0
3411,4
5632,8
4402,9
6226,3
3584,2
2714,8
4138,3
6559,3
3166,7
5176,5
169,8
4318,7
3050,9
1856,0
4265,4
4339,7
4799,0
7874,0
2898,0
2042,6
3028,2
7507,1
6283,5
3469,7
6560,3
6473,3
5630,8
6267,3
728,5
5231,5
8543,3
4304,4
5902,3
2099,4
4778,0
2295,2
8305,0
669,8
7325,9
1280,7
2033,8
7680,1
3210,4
5370,7
6604,4
5850,8
602,3
31,0
3569,3
8486,5
7983,3
6013,7
6589,5
232,5
4610,5
8566,9
934,4
3472,7
6802,3
2588,6
2357,4
5089,3
2360,4
3902,0
8091,5
3576,3
2158,5
1297,7
998,3
6329,5
3714,1
8689,4
7140,7
151,5
3342,5
2214,9
2077,9
926,5
2755,8
5835,8
7544,1
2959,7
5297,8
4306,4
2333,5
7316,2
5438,1
1164,4
942,3
314,7
6647,5
1010,2
3708,1
7097,5
78,0
948,5
4554,4
6826,4
5355,7
4303,4
8568,9
1472,6
7501,1
7955,2
5113,6
4283,1
8563,9
6424,8
2276,2
5913,9
7305,7
2012,7
4699,7
4511,9
8419,5
7388,6
967,0
2212,1
7960,2
2166,0
414,7
2873,9
666,8
8009,7
7213,0
5303,8
4847,2
5277,3
6732,2
4705,0
4173,4
5988,1
1241,2
8529,8
4259,4
555,9
3495,9
8030,9
4023,7
1974,4
2583,6
4740,0
3206,5
6814,0
5949,8
2782,8
5353,7
6006,0
4846,2
8046,9
7857,4
7456,1
5163,3
3610,6
3216,4
7257,3
3313,4
5975,4
478,5
8204,1
5421,0
4515,9
4734,0
1081,1
4935,9
5106,6
2094,9
7405,4
4805,3
4887,2
7822,8
595,2
8524,8
6694,3
2820,2
4206,4
6542,2
7073,5
1160,4
6503,1
2156,5
7468,4
7454,3
8677,9
6057,3
8514,8
7165,7
7224,9
7476,9
4076,0
6883,8
5058,2
1335,0
7259,3
3979,9
2560,3
4280,1
2289,2
5616,8
2298,3
3909,0
4098,0
7437,8
6254,3
6259,4
1966,7
2395,8
5384,2
5523,3
5427,2
3970,2
8117,0
5694,7
7697,1
5251,0
3062,8
436,8
482,5
1287,9
4949,9
4478,0
1936,0
184,7
8601,2
6046,7
947,5
1888,0
6250,2
2784,8
2429,6
5936,3
5022,2
8264,2
2895,0
5750,1
1734,5
5955,1
4109,2
1927,0
5510,2
1315,9
4512,9
4815,2
4038,2
968,0
7898,4
5799,8
4903,2
3450,9
7991,4
258,4
8101,0
7813,8
1204,1
1499,2
2373,5
7276,2
3808,7
5966,4
5201,5
600,3
3045,9
6404,3
1988,0
6899,4
4295,3
7465,4
3189,5
2575,3
3533,9
983,0
3608,6
6417,8
6326,5
1059,8
6803,0
1956,3
3309,4
1112,7
2293,2
4116,2
897,8
7180,4
8575,8
8222,9
3258,0
6792,4
1619,4
7099,5
8446,8
804,9
795,9
7935,6
7683,1
333,7
7462,4
5407,0
3320,9
1296,7
8093,5
532,8
8548,3
815,3
8120,0
272,2
3723,2
994,8
5817,8
1020,5
7225,9
620,9
1352,2
8226,9
5608,8
7637,0
5004,0
3235,0
6330,5
8152,2
1151,3
880,3
8247,0
7600,1
869,9
7899,4
6460,3
2038,8
1046,8
4086,0
7256,9
1751,4
8427,2
268,2
1693,5
732,5
3536,9
1463,6
499,3
4168,4
7958,2
2688,8
5253,0
7695,1
5884,6
274,2
6491,3
211,4
2522,8
4589,9
5621,8
8182,2
147,5
4447,3
2840,2
5105,6
4400,9
7081,5
8668,9
6025,7
7719,8
6084,7
5375,7
7148,7
3823,7
5099,6
8589,9
5169,6
4746,0
8567,9
6296,5
4397,3
5857,4
2308,3
7648,0
8155,2
174,7
6163,4
1345,0
6683,3
6208,8
449,2
7003,9
7666,1
3807,7
8340,2
4971,5
3023,8
375,7
6063,3
5292,8
785,9
8498,5
3013,1
6719,2
1101,7
7161,7
6666,3
7452,3
5897,5
229,5
7555,1
8061,4
6168,4
684,5
2568,8
8616,7
6204,8
2994,6
7824,8
3818,7
1688,5
7568,3
6190,9
7868,8
7611,3
4528,9
6433,4
220,5
5043,2
3853,3
3363,2
6194,3
3751,5
1741,5
8278,2
4470,8
8429,9
1553,2
7865,4
3838,7
1546,4
3932,0
6090,9
7236,3
324,7
3893,0
7233,3
2287,2
8653,9
6145,3
7020,3
7167,7
643,5
2052,6
3196,3
6379,8
1016,5
1772,3
5524,3
7789,0
1393,0
371,7
3228,0
578,9
2532,8
2945,7
2745,8
2345,5
6361,9
4767,0
8282,4
3107,2
3040,9
7641,0
8054,9
2462,8
4880,5
8409,5
5768,8
7563,1
594,2
3341,5
567,9
592,2
5466,4
6895,4
4320,7
7032,2
4920,9
5039,2
7840,9
7649,0
871,9
6350,5
729,5
5661,7
3152,4
2828,3
1267,9
7610,3
3211,4
8351,3
1176,5
4790,0
5432,2
2833,3
3649,2
5640,8
5282,9
5472,2
5200,5
5486,2
3241,0
7369,3
6333,5
248,5
394,7
182,7
5483,3
1226,3
1860,0
1450,6
8300,3
3356,2
4634,4
6192,9
5846,8
4398,9
7545,1
2783,8
1381,6
4781,0
2931,7
694,5
1854,0
4874,2
2501,8
2511,8
3626,2
6462,1
1983,0
3960,0
2331,5
2334,3
1843,0
2354,4
2197,9
2494,8
6260,4
7846,9
7837,8
1299,7
5254,0
3282,4
4514,9
3126,0
2927,7
8417,8
7985,6
8682,4
4341,7
7941,6
4389,7
8111,0
1815,6
8124,0
6844,9
5219,5
1783,6
4192,4
8424,2
4242,4
3234,0
6177,6
3416,4
5488,2
4544,0
2632,8
3403,4
6183,3
2406,8
2441,3
6121,3
5967,4
1832,5
7558,1
1876,0
2690,8
4273,4
1924,0
2861,4
2645,8
7603,1
5758,8
2933,7
2393,5
6554,3
7420,4
1409,8
506,5
7826,8
7852,4
2368,3
3418,4
6955,4
5063,2
4832,9
2175,5
922,5
1447,6
1354,2
7894,0
6068,2
4765,0
2635,8
3772,5
5011,0
725,5
7959,2
7778,0
6493,3
1363,2
2903,7
4282,1
1109,7
2317,5
4208,4
7806,0
3935,0
7249,1
8200,3
5474,2
2561,8
1133,7
708,5
1257,4
4372,7
66,3
1451,6
6425,4
6690,9
2943,7
200,4
4131,3
575,2
1367,8
160,8
483,5
6160,4
3022,8
5900,1
6809,0
5351,7
53,3
7320,2
8722,9
5744,1
6475,1
5557,5
2999,6
4641,7
6924,4
6954,4
7709,9
2223,9
8660,7
1907,0
8134,9
4638,4
4513,9
6840,4
3160,4
7065,0
7089,5
4490,0
4932,9
1344,0
8042,4
6382,8
3885,0
462,5
6780,2
6849,0
5751,1
7942,6
3355,2
2776,8
2685,8
1108,7
6157,4
4069,0
4721,9
6312,5
2693,8
6974,3
1736,5
404,7
603,3
7917,4
1746,5
4553,4
330,7
3530,9
744,5
7793,0
1834,5
6275,4
2079,9
2880,3
5044,2
4521,9
1903,0
1120,7
338,7
7070,5
3629,2
4994,0
2667,8
8387,7
773,9
4066,5
5047,2
4571,5
1571,9
416,7
7306,7
2509,8
6299,5
3884,0
7835,8
1614,4
7932,4
1110,7
8308,0
128,5
6751,0
8630,7
1391,0
6081,7
2851,4
5545,5
5190,5
5274,9
1141,9
5460,4
5398,0
3590,7
1756,4
3966,0
3991,7
2966,2
5000,0
4632,3
1787,6
7998,4
4234,4
6133,7
5093,3
5669,7
5901,1
2995,6
1895,0
4516,9
3483,7
5080,3
1163,4
2243,9
7327,9
2902,7
3962,0
8373,5
8250,0
3740,3
2630,8
3155,4
3269,4
3768,5
2180,5
5349,7
4591,9
224,5
3473,7
7718,8
8530,8
1768,4
4310,4
7017,2
6679,3
3513,9
4450,3
8311,0
7647,0
7967,9
791,9
3539,9
2359,4
6875,0
641,5
3669,5
3035,3
432,8
766,3
6643,5
5808,8
3131,0
3877,0
6611,4
776,9
234,5
8670,9
5700,7
7084,5
2617,2
6607,4
8100,6
1471,6
6577,2
3781,5
2547,2
6200,3
6982,4
7698,9
1343,0
2987,6
3415,4
5236,5
6439,9
1986,0
159,8
6670,3
3140,2
7455,1
7432,8
3687,5
4481,0
4858,3
4551,4
5453,4
6408,1
3543,9
8145,3
8552,3
7504,1
8485,5
2614,2
2831,3
3433,2
1639,1
5478,2
6938,2
6798,4
932,3
909,8
5769,8
2120,1
6135,2
5260,3
8523,8
5461,4
6455,3
5771,8
4123,9
4171,4
6342,5
4518,9
7901,4
5446,3
8375,5
5188,5
2209,1
613,3
6894,4
5076,3
6088,7
3998,7
2911,7
2577,2
3585,7
2529,8
6547,2
5249,0
2798,2
492,8
1481,6
8121,0
659,8
1823,6
6893,3
1428,6
3832,7
2675,8
3410,4
3654,2
546,4
6033,7
221,5
6318,5
1035,8
3359,2
6343,5
1485,6
6671,3
8206,2
7221,9
225,5
1473,6
6918,4
1331,0
8415,8
649,5
1445,6
4612,5
8245,0
8428,2
3323,9
5882,6
4542,0
6861,0
4590,9
855,8
1115,7
370,7
1438,6
3055,6
6906,4
2050,6
2899,0
4012,7
7210,0
5663,7
1916,0
5939,3
517,8
5166,6
8684,4
4189,4
8018,9
8452,8
2715,8
8490,5
6075,3
4733,0
4993,0
6466,8
7634,0
4988,5
4147,2
5705,7
830,3
7087,5
1719,5
5839,8
1056,8
3173,4
283,4
7359,2
5979,4
526,8
7726,8
2530,8
4582,2
5319,7
1964,7
8495,5
8329,1
788,9
6474,3
4861,3
826,2
1082,1
1181,9
524,8
35,0
8156,2
8136,9
615,3
4157,1
6600,3
8467,9
3212,4
4250,4
4314,4
7019,2
2272,2
5412,0
5418,0
4002,7
6549,0
2879,3
837,3
6316,5
6248,2
6967,0
3239,0
4410,4
6915,4
856,8
3020,8
1612,4
2594,6
3280,4
242,5
6051,3
7952,2
8421,5
8335,8
6860,0
5722,5
1069,8
8685,4
1708,5
5010,0
4194,4
8579,1
6816,0
8114,0
5598,8
226,5
7135,7
3407,4
5034,2
3709,1
4258,4
4535,1
7007,9
5268,3
1421,6
3129,0
1177,9
8483,5
4238,4
2670,8
4084,0
2599,6
3444,9
1652,2
1533,9
2689,8
26,0
6713,2
5888,1
2844,2
6345,5
984,0
5367,7
5107,6
6098,1
2973,6
4572,1
3867,0
2835,3
5509,2
8691,4
175,7
7163,7
2993,6
1467,6
393,7
5442,3
735,5
7296,4
4714,0
3082,7
7950,2
2459,8
6920,4
4991,5
4394,6
2475,8
6501,2
7444,1
6852,3
999,3
5890,1
3959,0
6680,3
1910,0
8425,2
5511,2
3396,7
4390,7
3766,5
8149,0
7995,4
3941,0
4352,7
5702,7
5865,4
5014,0
1221,4
2017,7
3816,7
2894,0
5237,9
3519,9
2355,4
3577,3
5577,9
6818,0
3622,2
1480,6
1045,8
3133,0
1369,8
7971,9
1413,8
5110,6
5514,2
1405,0
8405,5
7870,8
6028,7
7770,0
4274,4
667,8
4426,2
870,9
2173,2
4744,0
15,3
2657,8
8146,3
275,2
2339,2
5366,7
2150,5
7596,1
3452,9
6287,5
133,5
3251,0
1300,7
7354,3
4070,0
2661,8
4486,0
1600,3
1651,2
3609,6
8223,9
951,5
7913,4
7427,2
7381,6
3830,7
4637,4
8306,0
3868,0
429,8
8322,3
7722,8
2985,6
3491,7
8383,7
8185,2
6872,0
2232,2
92,0
5286,9
7625,3
874,9
7234,3
8476,9
2869,9
4954,9
285,4
900,8
8503,5
2872,9
4178,4
4549,4
5284,9
4043,2
1321,9
5886,8
5532,8
6212,0
6978,4
3944,0
7836,8
6534,4
1740,5
4300,4
6320,5
6836,4
1695,5
5895,5
2644,8
1938,0
6095,9
8233,9
6980,4
3080,7
1948,6
8147,0
1223,4
7570,3
5108,6
1819,6
821,3
5125,2
4140,3
5318,7
4059,5
3572,3
1067,8
422,8
6101,7
1551,2
1679,5
6286,5
3112,8
1317,9
8355,9
3498,9
3389,7
743,5
3749,1
1871,0
4925,9
2476,8
6949,4
5526,3
7326,9
8542,3
4785,0
4371,7
6263,3
6499,2
1455,6
3120,9
4414,4
1099,7
3326,9
894,4
7058,9
6815,0
6887,8
6943,4
3798,7
4947,3
6568,2
4056,5
2135,0
4635,4
3431,0
5326,7
4209,4
6116,3
8679,9
8080,4
7348,5
8138,3
3324,9
4211,4
1172,3
2265,9
843,3
8458,8
4869,2
680,8
8522,8
3715,1
4332,7
3392,7
6139,2
2936,7
8388,7
281,4
6359,9
3373,7
6525,4
3889,0
1874,0
1891,0
1180,9
4631,3
3083,7
6755,3
5673,7
6224,9
1803,1
6686,6
1887,0
6797,4
7628,0
8457,8
2724,8
7668,1
5209,5
104,3
3549,2
3690,5
5250,0
2958,7
6045,7
6100,7
4431,2
6748,0
6796,4
1726,5
2557,2
8544,3
652,8
2465,8
8160,5
4293,3
6793,4
3724,3
1962,7
3646,3
7735,8
351,7
3667,5
727,5
5922,2
7897,4
6898,4
8163,5
2084,9
2415,7
4707,0
4006,7
6563,3
5779,8
6721,9
561,3
2487,8
825,2
7258,3
5789,8
8626,7
4184,9
8646,9
4948,9
8712,2
6110,7
3806,7
3027,2
222,5
893,4
831,3
1935,0
1928,0
2751,8
1718,5
6747,0
6066,2
6778,2
7270,8
7300,3
2356,4
3322,9
493,8
8062,4
7186,4
3063,8
2105,4
1863,0
8274,2
164,8
4630,3
7624,9
2054,6
1878,0
1997,0
7513,1
7966,3
8473,9
4385,7
3790,5
4462,2
6832,4
6339,5
2659,8
1837,5
5266,3
1052,8
4728,3
2424,6
3515,9
534,8
5678,7
4783,0
8153,2
3205,5
7796,0
7487,3
3717,2
3492,7
4199,4
7239,3
4985,5
8462,8
7862,4
1255,4
4539,0
7211,0
6216,9
6092,9
5696,7
7337,4
472,5
7453,3
3613,6
3774,5
3490,7
264,2
3351,2
6776,8
7500,1
5971,4
3190,3
1687,5
4677,7
3287,4
4071,0
1009,2
91,0
5504,2
2106,4
3702,1
2009,7
570,2
8465,9
2343,2
3621,6
5916,4
3739,3
2402,8
8528,8
3676,5
5316,7
4461,2
7622,9
7177,4
7248,9
5918,1
1175,5
1089,7
5802,8
7734,8
1263,9
2656,8
7705,9
6297,5
4901,2
6652,5
8249,0
3837,7
491,5
5167,6
3920,0
706,5
4132,4
209,4
4434,2
3158,4
683,5
7577,3
588,9
5060,2
67,0
6327,5
44,0
5821,8
2748,8
288,4
6923,4
2981,6
1798,9
3485,7
4719,9
8256,5
1501,2
6779,2
3414,4
4669,7
6080,3
279,4
7061,3
2230,9
7575,3
3843,5
760,3
6642,5
3275,4
568,9
8557,4
2638,8
6881,8
5505,2
7749,0
8259,2
7268,8
2692,8
3736,5
3879,0
5054,2
6022,7
3318,9
1047,8
8618,3
4919,9
4646,8
3006,1
2525,8
854,8
2619,2
1607,9
6591,3
4564,2
8164,5
6777,8
427,8
73,0
5883,6
5565,5
6230,3
2814,2
7900,4
4704,0
6759,7
2678,8
8010,7
102,3
3110,8
1402,0
5651,7
4382,7
430,8
700,5
7643,0
8191,2
4916,9
90,0
8441,9
7477,9
231,5
1677,5
4424,1
1816,6
2640,8
3860,0
4163,4
8198,3
8577,1
5741,1
7402,4
1959,7
3557,9
1882,0
6217,9
7800,0
4262,4
4482,0
3176,4
5797,8
6054,3
6543,2
7706,9
2472,8
790,9
5731,5
3481,7
933,3
1377,2
2812,2
6115,7
266,2
7829,8
3775,5
8049,9
2808,2
1804,6
4268,4
1678,5
2070,5
3744,3
7691,1
978,0
4449,3
5518,3
6083,7
6948,4
6106,7
5233,5
4358,7
7595,1
5393,0
8380,7
4681,7
4747,0
80,0
8471,1
7235,3
1587,9
7091,5
3745,3
6854,0
5071,9
6152,4
6069,2
3881,0
6416,8
7693,1
4413,4
2438,3
3980,9
8640,9
6848,0
2740,8
7752,0
3782,5
162,8
7630,0
7788,0
3387,7
6888,8
7847,9
6822,0
5295,8
3880,0
8361,9
4616,2
6927,4
2164,1
7587,1
827,2
8131,3
1070,8
2590,6
5373,7
4406,4
6812,0
247,5
2760,8
5146,1
3130,0
3734,5
5227,5
7066,0
485,5
7903,4
1598,3
1478,6
4773,0
2877,3
2274,2
7241,3
2328,5
6571,2
1307,1
6540,5
6681,1
2021,8
6660,0
4804,1
8193,3
5456,4
2541,9
2578,2
7731,8
1041,8
2007,7
5742,1
5205,5
1044,8
4442,1
1312,1
311,7
6940,2
5804,8
8057,9
3937,0
3946,0
5679,7
2484,8
757,9
4840,3
4541,0
6449,9
5552,5
2954,7
3847,5
5145,1
2171,2
4491,0
4998,0
4628,4
6104,7
3773,5
7539,1
4761,0
1750,4
4404,4
5686,7
2799,2
5182,5
8166,5
1333,0
7496,1
6794,4
7371,3
4466,3
6661,3
4723,9
1138,9
7834,8
971,0
6903,3
5092,3
6582,9
3922,0
3303,4
3839,7
3833,7
7445,1
3049,9
1410,8
8034,9
4104,0
1543,4
3614,6
5567,5
1835,5
1712,3
5258,3
5238,9
5713,3
8095,5
5245,0
1550,2
6599,3
590,9
1019,5
5015,2
2603,6
5208,5
412,7
2986,6
168,8
7014,2
2117,2
7466,4
8672,9
6111,7
1881,0
4706,0
7129,7
2154,5
103,3
4367,7
5017,2
3750,1
3634,2
4951,9
5247,0
5527,3
5348,7
1963,7
8675,9
2964,2
7564,1
5425,2
7253,9
5018,2
8258,2
4842,2
7922,4
3088,7
812,9
7885,0
7621,9
1701,5
2597,6
2544,2
1242,2
921,5
1420,6
6406,7
434,8
1791,9
8234,9
8401,3
312,7
1055,8
1407,0
7803,0
2432,6
6294,5
5308,7
1758,4
5529,8
115,8
6928,4
4136,4
2649,8
3701,1
4588,9
6178,6
5465,4
3161,4
4696,7
7137,7
4096,0
4427,2
265,2
7685,1
2528,8
