,0
5693,7
228,5
5952,1
1779,2
7502,1
1714,3
3148,4
6056,3
1922,0
5968,4
2996,6
1415,8
1647,5
3914,0
5784,8
6209,3
6715,2
3862,0
5589,8
7339,4
7701,9
4837,6
1152,3
2061,6
2418,7
3814,7
254,5
4351,7
7098,5
7144,7
5885,6
6019,7
7218,3
8086,5
991,0
1999,0
5559,5
758,9
8327,1
1475,6
7074,5
4419,9
7030,2
7056,9
6301,5
38,0
8396,8
3657,3
1243,3
8065,4
4877,2
2460,8
5300,8
3053,1
780,9
216,4
2838,2
1802,9
6825,0
639,5
7457,1
6522,4
3263,0
8448,8
7200,0
5339,7
901,8
4253,4
6020,7
8139,3
2193,5
8348,4
6391,9
7532,1
4791,0
3413,4
3967,0
5723,5
3977,9
5576,9
355,7
949,5
7423,2
6997,9
8636,9
1800,9
3910,0
1170,0
8540,3
6471,3
3400,4
1329,0
5868,6
7021,3
7384,6
2965,2
3025,2
7072,5
3560,9
2863,4
6925,4
535,8
7769,0
7699,9
576,2
8334,8
8227,9
2846,1
6096,3
6693,9
850,8
7260,3
3383,7
7819,8
6322,5
2764,8
111,3
1068,8
4909,2
557,9
7448,1
2304,3
2336,3
2916,7
142,5
3225,4
2296,1
1691,5
8173,4
3596,6
955,5
4460,2
4520,9
3254,0
4008,7
2261,9
1168,4
3172,7
7062,3
8708,4
7311,7
3231,0
8035,9
4619,2
3746,3
8408,5
411,7
3954,0
7214,0
2263,9
7968,9
1631,2
7112,7
5657,7
7636,0
2321,5
4759,0
7107,7
8634,7
5291,8
7571,3
3267,0
6409,8
3982,9
638,5
2549,2
5135,1
7198,3
7756,0
2836,3
3293,4
6517,4
1053,8
5554,5
5841,8
3864,0
7933,4
4679,7
2998,6
1940,0
3924,0
6165,4
5564,5
6451,9
599,3
4143,2
8347,4
6502,2
5791,8
5337,7
5912,9
4561,2
5417,0
807,9
5869,6
8590,9
5646,7
1436,6
4648,2
4812,2
5053,2
7530,1
1007,2
7492,3
1194,5
4959,3
2596,6
4497,0
454,9
8220,9
6205,8
6763,3
42,0
7094,5
1166,4
2065,5
5103,6
6236,9
4062,5
2896,0
5361,7
1001,9
373,7
1975,4
3916,0
1489,6
1867,0
6819,0
1504,2
87,0
6937,2
5423,2
4504,0
881,4
6387,3
8267,9
2546,2
277,2
783,9
1926,0
3890,0
7470,3
4145,2
5929,3
7792,0
1885,0
2446,3
2194,5
7512,1
1532,9
1609,4
661,8
5873,7
3550,2
3571,3
7961,2
30,0
2390,5
363,7
2040,6
6292,5
5582,9
2913,7
2001,0
3698,5
792,9
4666,7
7818,8
2330,5
2329,5
1225,3
8135,9
4710,0
6786,4
4480,0
5194,5
4074,0
3891,0
1305,7
2417,7
7197,3
8295,3
6711,2
6598,3
6877,0
2275,2
6947,4
2444,3
1033,8
4745,0
1490,6
775,9
410,7
6176,4
4583,2
2550,2
702,5
8455,8
1136,3
7918,4
2774,8
5757,8
5844,8
3232,0
8015,7
5458,4
4722,9
6548,2
2422,7
8512,8
4102,0
1792,9
6710,2
886,4
8553,4
82,0
4910,9
1459,6
4834,9
5568,5
606,3
7787,0
2754,8
4658,7
4134,4
7357,2
6724,9
2567,8
6998,9
4063,5
5124,2
3680,5
8312,3
352,7
4808,2
4602,5
5547,5
7551,1
2453,8
4153,1
2600,6
3541,9
1618,4
650,8
243,5
8488,5
7639,0
5787,8
7540,1
2364,4
1355,2
6632,4
5435,2
484,5
5649,7
3156,4
5706,5
7467,4
8255,5
3895,0
326,7
7418,4
4106,0
2613,2
2168,0
2650,8
1378,2
1992,0
1122,7
6107,7
4651,2
1253,4
2008,7
5243,0
1529,9
7594,1
1465,6
5374,7
7416,4
596,2
2742,8
1864,0
5848,8
1117,7
3963,0
6128,7
3641,3
6682,3
8702,4
8033,9
1581,1
7609,3
125,5
6890,8
552,9
749,5
4016,7
944,5
8701,4
8362,9
8151,0
1072,8
1079,1
629,5
3558,9
4800,0
1334,0
1310,1
3801,7
3103,2
8598,2
8707,4
7228,3
7828,8
2270,9
573,2
7724,8
7740,9
510,8
7993,4
2539,9
8325,1
3542,9
8664,9
5002,0
7738,8
1672,9
6061,3
3043,9
5403,0
1671,9
3546,9
3829,7
7663,1
2516,8
4960,3
5117,6
5151,1
4968,4
5301,8
4924,9
5827,8
3297,4
653,8
81,0
4693,7
5933,3
1684,5
6103,7
4870,2
7588,1
6049,7
8012,7
7447,1
4167,4
6835,4
3901,0
4787,0
2797,2
7440,1
5087,3
4421,9
8097,5
2679,8
4119,2
630,5
7579,3
4022,7
8624,9
2624,8
7713,8
8177,3
1579,2
930,5
3151,4
6215,9
5255,0
4575,1
6639,5
6357,9
4718,1
4750,0
507,5
348,7
1766,4
5457,4
5558,5
476,5
3201,5
5775,8
3266,0
192,7
8532,5
1301,7
3722,2
1705,5
93,0
1129,7
7387,6
1320,9
4596,9
8221,9
6804,0
3502,9
4976,5
8013,7
3489,7
459,5
2970,6
7282,4
3537,9
7220,6
7275,2
7888,0
8614,7
772,9
368,7
1256,4
8266,9
5724,5
2189,5
8466,9
3343,5
6358,9
2123,1
8047,9
6813,0
3054,1
276,2
4356,7
6198,3
2269,9
4313,4
3136,2
8693,4
8307,0
2179,5
1449,6
3458,9
4865,2
7832,8
448,2
2,2
4212,4
8573,8
3285,4
2284,2
3990,7
3340,5
7605,3
1425,6
655,8
7008,0
5543,5
5311,7
5345,7
4207,4
2192,5
7421,4
191,7
3625,2
2144,9
260,5
7232,3
155,8
7880,0
1374,2
6950,4
834,3
3939,0
529,8
397,7
5265,3
5951,1
1431,6
8513,8
4979,5
253,5
5046,2
1521,6
8081,4
2400,8
1271,7
7117,7
7525,1
2753,8
1657,9
7688,1
6005,0
1569,9
5837,8
7912,4
3024,8
4435,2
4697,7
1754,4
7902,4
2266,9
537,9
2510,8
7972,9
5549,5
4035,3
7446,1
7077,5
5774,8
3422,0
6627,4
6833,4
5341,7
4633,3
867,3
8,2
525,8
5667,7
2408,8
6515,4
4755,0
7891,0
379,7
7049,9
7827,8
7711,9
1437,6
7661,3
6996,9
2935,7
3505,9
6573,2
767,3
2249,2
1644,3
2806,2
6688,9
8301,3
3142,2
4830,3
7092,5
7410,4
3726,3
4794,0
1326,0
54,3
3195,3
4977,5
8617,7
8556,4
4285,1
7878,0
6885,8
4928,9
8461,8
591,9
6307,5
5707,4
621,9
4133,4
5069,9
7424,2
2335,3
4918,9
3125,0
1594,9
7184,4
1912,0
6428,4
2496,8
5032,2
6140,2
5928,3
6952,4
3906,0
1074,9
2138,0
497,1
6749,0
6774,8
145,5
3118,9
2672,8
7345,3
7376,6
4489,0
1017,5
992,1
5587,8
7113,7
7287,4
707,5
3261,0
4739,0
3296,8
7042,9
4546,4
644,5
3548,2
4974,5
2882,0
5086,3
4823,2
7168,7
614,3
7510,1
7095,5
6507,6
8690,4
1633,2
8029,9
5270,9
1295,7
4350,7
7064,3
4364,7
6370,8
3029,2
6977,4
1578,2
5672,7
5536,3
7986,1
954,5
2066,5
2159,5
1918,0
6303,5
779,9
295,4
2673,8
2757,8
7027,3
6386,3
8633,7
5444,3
7566,3
3424,2
5633,8
2810,2
1157,4
2363,4
4505,0
7011,0
8243,0
5102,6
8627,7
3663,2
4010,7
4249,4
3989,7
2300,3
6036,7
2206,9
7280,2
7411,4
4821,2
4905,2
5021,2
7548,1
6340,5
4418,9
150,5
1339,0
7039,9
4922,9
7710,9
4085,0
1458,6
8716,2
5574,9
7979,3
2712,8
8284,4
2416,7
616,9
3409,4
8536,1
5740,1
6193,3
2109,6
7757,0
4112,2
6407,7
2399,8
4824,3
6936,2
1849,0
97,9
907,8
7391,4
1534,9
3328,5
4235,4
7877,0
1106,7
2222,9
5653,7
7772,0
8469,9
1641,1
5819,8
4294,3
2440,3
72,0
5728,5
3628,2
835,3
1560,2
8493,5
8650,9
8041,4
5104,6
3527,9
3056,6
3408,4
8006,7
2073,9
8378,7
1185,5
877,3
787,9
7396,4
7206,0
784,9
7403,4
2425,6
5926,3
4508,0
8662,7
774,9
1952,9
8297,3
4467,3
41,0
8497,5
446,2
8279,2
3948,0
7613,3
8089,5
6479,9
2479,8
5539,5
2706,8
7338,4
7105,7
3144,3
7288,4
6979,4
7425,2
1259,4
7392,4
441,3
325,7
5079,3
5712,3
2725,8
8639,9
519,8
1058,8
1277,7
2188,5
3950,0
8500,5
2612,3
6421,8
7707,9
2991,6
4763,0
5077,3
6374,8
624,3
6941,4
2092,9
8487,5
3965,0
6480,9
37,0
4562,2
6696,3
713,5
6238,9
2870,9
5641,8
7965,3
7665,1
4833,9
5944,9
374,7
8667,9
7203,0
1645,3
4221,4
3538,9
7703,9
5833,8
3149,4
8720,9
3005,6
8103,0
515,8
8066,4
5057,2
4914,9
5263,3
8492,5
7970,9
1382,6
4742,0
8472,9
4379,7
8336,8
3123,0
4152,1
2565,8
3380,7
6310,5
724,5
1778,2
1051,8
7956,2
5174,5
6328,5
3470,7
8289,2
5871,7
1392,0
3371,2
7642,0
2122,1
5697,7
5806,8
8437,9
7377,6
5530,8
2703,8
2932,7
2404,8
7930,4
5340,7
1264,9
7879,0
4809,2
4359,7
7509,1
5690,7
3276,4
8331,6
3737,1
4446,3
7336,4
6360,9
7679,1
5485,2
2555,2
5718,6
1554,2
4021,7
5734,5
3856,3
2036,8
6602,4
1685,5
1220,4
8229,9
3735,5
95,9
6155,4
4995,0
1142,9
8302,0
5342,7
710,5
354,7
4432,2
6117,3
2946,7
4122,9
7264,9
344,7
6430,4
7529,1
6304,5
7297,8
5715,3
4519,9
1319,9
4463,3
1738,5
3689,5
5450,4
4934,9
2727,8
3346,9
3319,9
2502,8
1604,9
3337,5
3854,3
5395,0
1498,2
941,0
6371,8
2371,5
5315,7
1853,0
20,3
3611,6
1564,3
7782,0
7896,0
8537,1
7279,2
8321,6
6718,2
8663,9
3787,5
3511,9
2504,8
4540,0
2979,6
1976,4
1021,5
8352,3
4326,7
1925,0
7871,8
6420,8
4125,9
635,5
4436,2
3014,1
2463,8
3803,7
1649,2
2535,8
421,8
2412,7
6053,3
3097,7
4758,0
5267,3
908,8
8484,5
2507,8
4321,7
2457,8
3573,3
6738,1
5133,3
4028,7
1666,9
6401,3
1031,8
6127,3
457,5
7499,1
3348,9
5816,8
4945,3
6393,9
3421,0
1670,9
2064,6
1900,0
3769,5
100,3
6520,4
2398,8
7825,8
8475,9
4197,4
8181,2
7656,7
269,2
2118,2
315,7
4983,5
8326,1
5541,5
3397,7
5434,2
3845,5
7881,0
2389,5
5410,0
1930,0
1222,4
488,5
906,8
7349,5
6773,8
7777,0
5937,3
8342,2
2515,8
8504,5
5320,7
8108,0
979,0
5162,3
2474,8
6828,4
3163,7
5127,2
8481,5
1869,0
3283,4
1252,4
2146,3
6635,5
8045,9
3896,0
7055,9
2919,7
7854,4
1795,9
2827,3
2114,2
4108,2
8186,2
6461,1
4568,5
1536,3
4475,3
7431,8
2775,8
5030,2
3759,2
770,9
3031,2
2717,8
3030,2
1844,0
2666,8
945,5
789,9
5363,7
187,7
143,5
7069,5
8044,9
8547,3
8053,3
1214,3
997,3
3332,5
1567,9
3426,2
8242,0
487,5
2346,5
2744,8
3405,4
2875,3
5482,3
5745,1
3459,9
2498,8
5858,4
203,4
6850,3
6692,9
7023,3
2719,8
6905,1
8418,5
1511,2
7860,3
6015,7
4779,0
4738,0
3117,9
353,7
3447,9
3636,2
2015,7
4970,5
7201,0
4972,5
6578,2
746,5
8059,9
7974,9
1028,8
4290,1
1680,5
3685,5
4771,0
5983,4
1625,4
699,5
4656,7
8298,3
693,5
5221,5
3892,0
6085,7
1195,5
2309,3
5451,4
8330,1
473,5
4782,0
6884,8
4005,7
6558,3
8251,0
581,9
2350,5
6444,9
1227,3
2211,1
3036,3
2089,9
4349,7
4978,5
553,9
4498,0
5139,1
3934,0
1,2
6364,9
1061,8
2236,2
4675,7
1002,9
2257,9
1015,5
5331,7
7292,4
6271,3
1192,5
2990,6
3912,0
4803,4
1430,6
6445,9
7839,9
7517,1
3347,9
3791,5
3065,2
1955,3
1050,8
6440,9
3317,9
4343,7
1325,9
3039,9
5273,9
3842,5
5674,7
2752,8
5256,3
5905,3
6504,1
3073,7
5602,8
8659,7
7884,0
4327,7
7646,0
2231,2
7189,4
3631,2
7519,1
7820,8
